Accident_Index,Vehicle_Reference,Vehicle_Type,Towing_and_Articulation,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Junction_Location,Skidding_and_Overturning,Hit_Object_in_Carriageway,Vehicle_Leaving_Carriageway,Hit_Object_off_Carriageway,1st_Point_of_Impact,Was_Vehicle_Left_Hand_Drive?,Journey_Purpose_of_Driver,Sex_of_Driver,Age_of_Driver,Age_Band_of_Driver,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Driver_IMD_Decile,Driver_Home_Area_Type,Vehicle_IMD_Decile
201506F004450,2,1,0,18,0,2,0,0,0,0,1,1,6,1,10,2,-1,-1,-1,-1,1,-1
201506F004608,1,9,0,9,0,5,0,0,0,0,1,1,6,2,21,5,-1,-1,-1,-1,1,-1
201506F004608,2,2,0,18,0,8,0,0,0,0,1,1,6,1,47,8,-1,-1,-1,-1,1,-1
201506F004614,1,9,0,9,0,8,0,0,0,0,1,1,6,1,27,6,1796,1,13,-1,1,-1
201506F004614,2,9,0,18,0,8,0,0,0,0,4,1,6,1,30,6,1124,1,12,-1,-1,-1
201506F004718,1,9,0,18,0,2,0,0,0,0,3,1,6,1,21,5,999,1,1,-1,1,-1
201506F004732,1,3,0,18,0,8,0,0,0,0,1,1,6,1,49,8,125,1,2,-1,1,-1
201506F004739,1,1,0,18,0,1,5,0,0,0,1,1,6,1,14,3,-1,-1,-1,-1,1,-1
201506F004739,2,9,0,8,0,8,0,0,0,0,4,1,6,1,32,6,-1,-1,-1,-1,1,-1
201506F004840,1,9,0,18,0,1,0,0,0,0,1,1,6,2,68,10,1242,1,12,-1,1,-1
201506F004872,1,9,0,9,0,8,0,0,0,0,2,1,6,1,35,6,-1,-1,-1,-1,1,-1
201506F004872,2,9,0,17,0,8,0,0,0,0,1,1,6,1,69,10,-1,-1,-1,-1,-1,-1
201506F005000,1,9,0,18,0,8,0,0,0,0,1,1,6,2,38,7,-1,-1,-1,-1,1,-1
201506F005000,2,9,0,9,0,2,0,0,0,0,1,1,6,1,23,5,-1,-1,-1,-1,3,-1
201506F005031,1,8,0,18,0,1,2,0,1,1,1,1,6,1,47,8,1968,2,2,-1,1,-1
201506F005144,1,9,0,5,0,1,0,0,0,0,1,1,1,2,31,6,1390,1,12,-1,1,-1
201506F005144,2,9,0,3,0,1,0,0,0,0,2,1,6,2,34,6,-1,-1,-1,-1,1,-1
201506F005217,1,9,0,9,0,8,0,7,0,1,3,1,6,2,28,6,1896,2,13,-1,1,-1
201506F005217,2,9,0,18,0,8,0,0,0,0,1,1,6,1,23,5,-1,-1,-1,-1,1,-1
201506F005371,1,9,0,7,0,3,0,0,0,0,4,1,6,3,30,6,-1,-1,-1,-1,-1,-1
201506F005371,2,1,0,18,0,8,0,0,0,0,3,1,2,1,41,7,-1,-1,-1,-1,1,-1
201506F005386,1,2,0,18,0,1,0,0,0,0,3,1,6,1,23,5,124,1,1,-1,1,-1
201506F005386,2,9,0,9,0,1,0,0,0,0,3,1,6,1,30,6,1968,2,5,-1,-1,-1
201506F005671,1,9,0,18,0,0,0,0,0,0,4,1,6,1,41,7,1956,2,-1,-1,1,-1
201506F005680,1,9,0,4,0,1,0,0,0,0,1,1,6,2,30,6,2521,1,10,-1,-1,-1
201506F005680,2,5,0,4,0,1,0,0,0,0,2,1,6,1,38,7,929,1,14,-1,1,-1
201506F005707,1,9,0,9,0,6,0,0,1,0,1,1,2,1,32,6,1781,1,13,-1,1,-1
201506F005707,2,9,0,18,0,8,0,0,7,0,1,1,2,1,53,8,1968,2,7,-1,1,-1
201506F005783,1,9,0,18,0,0,0,0,0,0,4,1,6,1,26,6,1497,1,10,-1,1,-1
201506F005818,1,19,0,18,0,0,0,0,0,0,4,1,1,1,49,8,2402,2,4,-1,1,-1
201506F006060,1,9,0,7,0,8,0,0,0,0,4,1,1,1,38,7,1332,1,17,-1,-1,-1
201506F006060,2,1,0,18,0,8,0,0,0,0,4,1,1,1,26,6,-1,-1,-1,-1,-1,-1
201506F006065,1,19,0,18,0,0,0,0,0,0,4,1,1,1,30,6,2198,2,7,-1,1,-1
201506F006234,1,9,0,9,0,8,0,0,0,0,4,1,6,1,54,8,3189,1,11,-1,1,-1
201506F006234,2,9,0,18,0,8,0,0,1,0,1,1,6,2,65,9,1198,1,4,-1,1,-1
201506F006234,3,9,0,8,0,8,0,0,0,0,3,1,6,1,25,5,2198,1,12,-1,1,-1
201506F006270,1,9,0,9,0,1,0,0,0,0,1,1,2,1,24,5,899,1,1,-1,1,-1
